,Context,Question,Answer,Answer start index
84,"Biliary Obstruction  1. Clinical Manifestation/Symptoms:  Symptoms of biliary obstruction can include:  - Jaundice (yellowing of the skin and eyes) - Abdominal pain (usually in the right upper quadrant) - Nausea and vomiting - Dark urine - Pale stools - Itchy skin - Unexplained weight loss - Fever or night sweats  2. Natural History:  If untreated, biliary obstruction can lead to serious conditions such as cholangitis (infection of the bile duct), pancreatitis, or liver disease. These conditions can be life-threatening.  3. Epidemiology:  Biliary obstruction is a relatively common condition, but the exact incidence is unknown. It can occur at any age but is most common in middle-aged and elderly individuals. It is slightly more common in females than males.  4. Etiology:  Biliary obstruction can be caused by a variety of conditions including gallstones, inflammation or scarring of the bile ducts, tumors of the pancreas or bile ducts, cysts, or parasites (in certain parts of the world).  5. Pathophysiology:  In biliary obstruction, there is a blockage in the ducts that carry bile from the liver to the small intestine. This causes bile to back up into the liver, leading to inflammation and potential damage to liver tissue.  6. Differential Diagnosis:  Other conditions that can cause similar symptoms to biliary obstruction include hepatitis, cirrhosis, gallbladder disease, and other forms of liver disease.  7. Risk factor/predisposing factor   Gallstones are a common cause. Other causes include inflammation of the bile ducts, cysts, enlarged lymph nodes, tumors, or infection.  8. Any Previous Medical History that is related to the disease:  People with a history of gallstones or inflammation of the bile ducts (cholangitis) are at increased risk of biliary obstruction. Other risk factors include a history of liver disease, pancreatitis, or pancreatic or bile duct tumors. A history of biliary surgery can also increase risk due to potential scarring or damage to the bile ducts."," A 55-year-old woman presents to the hospital with nausea, vomiting, and abdominal pain in the right upper quadrant. On physical examination, she appears jaundiced, and her skin is itchy. She also reports that she has been passing dark-colored urine and her stools have been unusually pale. She had undergone an open cholecystectomy 15 years ago. What is the most likely diagnosis of the patient?",Biliary Obstruction,70
85,"Biliary Obstruction  1. Clinical Manifestation/Symptoms:  Symptoms of biliary obstruction can include:  - Jaundice (yellowing of the skin and eyes) - Abdominal pain (usually in the right upper quadrant) - Nausea and vomiting - Dark urine - Pale stools - Itchy skin - Unexplained weight loss - Fever or night sweats  2. Natural History:  If untreated, biliary obstruction can lead to serious conditions such as cholangitis (infection of the bile duct), pancreatitis, or liver disease. These conditions can be life-threatening.  3. Epidemiology:  Biliary obstruction is a relatively common condition, but the exact incidence is unknown. It can occur at any age but is most common in middle-aged and elderly individuals. It is slightly more common in females than males.  4. Etiology:  Biliary obstruction can be caused by a variety of conditions including gallstones, inflammation or scarring of the bile ducts, tumors of the pancreas or bile ducts, cysts, or parasites (in certain parts of the world).  5. Pathophysiology:  In biliary obstruction, there is a blockage in the ducts that carry bile from the liver to the small intestine. This causes bile to back up into the liver, leading to inflammation and potential damage to liver tissue.  6. Differential Diagnosis:  Other conditions that can cause similar symptoms to biliary obstruction include hepatitis, cirrhosis, gallbladder disease, and other forms of liver disease.  7. Risk factor/predisposing factor   Gallstones are a common cause. Other causes include inflammation of the bile ducts, cysts, enlarged lymph nodes, tumors, or infection.  8. Any Previous Medical History that is related to the disease:  People with a history of gallstones or inflammation of the bile ducts (cholangitis) are at increased risk of biliary obstruction. Other risk factors include a history of liver disease, pancreatitis, or pancreatic or bile duct tumors. A history of biliary surgery can also increase risk due to potential scarring or damage to the bile ducts."," A 60-year-old man with a history of liver cirrhosis presents to the clinic with complaints of yellowish discoloration of the skin and eyes, and dark urine for the past week. He also reports unintentional weight loss, fever, and night sweats. His wife mentioned that he's been unusually itchy as well.  What is the most likely diagnosis of the patient?",Biliary Obstruction,70
86,"Biliary Obstruction  1. Clinical Manifestation/Symptoms:  Symptoms of biliary obstruction can include:  - Jaundice (yellowing of the skin and eyes) - Abdominal pain (usually in the right upper quadrant) - Nausea and vomiting - Dark urine - Pale stools - Itchy skin - Unexplained weight loss - Fever or night sweats  2. Natural History:  If untreated, biliary obstruction can lead to serious conditions such as cholangitis (infection of the bile duct), pancreatitis, or liver disease. These conditions can be life-threatening.  3. Epidemiology:  Biliary obstruction is a relatively common condition, but the exact incidence is unknown. It can occur at any age but is most common in middle-aged and elderly individuals. It is slightly more common in females than males.  4. Etiology:  Biliary obstruction can be caused by a variety of conditions including gallstones, inflammation or scarring of the bile ducts, tumors of the pancreas or bile ducts, cysts, or parasites (in certain parts of the world).  5. Pathophysiology:  In biliary obstruction, there is a blockage in the ducts that carry bile from the liver to the small intestine. This causes bile to back up into the liver, leading to inflammation and potential damage to liver tissue.  6. Differential Diagnosis:  Other conditions that can cause similar symptoms to biliary obstruction include hepatitis, cirrhosis, gallbladder disease, and other forms of liver disease.  7. Risk factor/predisposing factor   Gallstones are a common cause. Other causes include inflammation of the bile ducts, cysts, enlarged lymph nodes, tumors, or infection.  8. Any Previous Medical History that is related to the disease:  People with a history of gallstones or inflammation of the bile ducts (cholangitis) are at increased risk of biliary obstruction. Other risk factors include a history of liver disease, pancreatitis, or pancreatic or bile duct tumors. A history of biliary surgery can also increase risk due to potential scarring or damage to the bile ducts."," A 72-year-old woman presents to the hospital with severe pain in her right upper quadrant, which started a week ago. She also complains of itchy skin, nausea, and vomiting. On examination, she is found to be jaundiced. Her medical history includes gallbladder polyps discovered three years ago. What is the most likely diagnosis of the patient?",Biliary Obstruction,70
87,"Biliary Obstruction  1. Clinical Manifestation/Symptoms:  Symptoms of biliary obstruction can include:  - Jaundice (yellowing of the skin and eyes) - Abdominal pain (usually in the right upper quadrant) - Nausea and vomiting - Dark urine - Pale stools - Itchy skin - Unexplained weight loss - Fever or night sweats  2. Natural History:  If untreated, biliary obstruction can lead to serious conditions such as cholangitis (infection of the bile duct), pancreatitis, or liver disease. These conditions can be life-threatening.  3. Epidemiology:  Biliary obstruction is a relatively common condition, but the exact incidence is unknown. It can occur at any age but is most common in middle-aged and elderly individuals. It is slightly more common in females than males.  4. Etiology:  Biliary obstruction can be caused by a variety of conditions including gallstones, inflammation or scarring of the bile ducts, tumors of the pancreas or bile ducts, cysts, or parasites (in certain parts of the world).  5. Pathophysiology:  In biliary obstruction, there is a blockage in the ducts that carry bile from the liver to the small intestine. This causes bile to back up into the liver, leading to inflammation and potential damage to liver tissue.  6. Differential Diagnosis:  Other conditions that can cause similar symptoms to biliary obstruction include hepatitis, cirrhosis, gallbladder disease, and other forms of liver disease.  7. Risk factor/predisposing factor   Gallstones are a common cause. Other causes include inflammation of the bile ducts, cysts, enlarged lymph nodes, tumors, or infection.  8. Any Previous Medical History that is related to the disease:  People with a history of gallstones or inflammation of the bile ducts (cholangitis) are at increased risk of biliary obstruction. Other risk factors include a history of liver disease, pancreatitis, or pancreatic or bile duct tumors. A history of biliary surgery can also increase risk due to potential scarring or damage to the bile ducts."," A 65-year-old man with a history of chronic alcoholism reports to the emergency department with abdominal pain, fever, and jaundice. He also mentions having itchy skin and notices that his urine has been darker than usual. His past medical history reveals recurrent episodes of acute pancreatitis. What is the most likely diagnosis of the patient?",Biliary Obstruction,70
88,"Biliary Obstruction  1. Clinical Manifestation/Symptoms:  Symptoms of biliary obstruction can include:  - Jaundice (yellowing of the skin and eyes) - Abdominal pain (usually in the right upper quadrant) - Nausea and vomiting - Dark urine - Pale stools - Itchy skin - Unexplained weight loss - Fever or night sweats  2. Natural History:  If untreated, biliary obstruction can lead to serious conditions such as cholangitis (infection of the bile duct), pancreatitis, or liver disease. These conditions can be life-threatening.  3. Epidemiology:  Biliary obstruction is a relatively common condition, but the exact incidence is unknown. It can occur at any age but is most common in middle-aged and elderly individuals. It is slightly more common in females than males.  4. Etiology:  Biliary obstruction can be caused by a variety of conditions including gallstones, inflammation or scarring of the bile ducts, tumors of the pancreas or bile ducts, cysts, or parasites (in certain parts of the world).  5. Pathophysiology:  In biliary obstruction, there is a blockage in the ducts that carry bile from the liver to the small intestine. This causes bile to back up into the liver, leading to inflammation and potential damage to liver tissue.  6. Differential Diagnosis:  Other conditions that can cause similar symptoms to biliary obstruction include hepatitis, cirrhosis, gallbladder disease, and other forms of liver disease.  7. Risk factor/predisposing factor   Gallstones are a common cause. Other causes include inflammation of the bile ducts, cysts, enlarged lymph nodes, tumors, or infection.  8. Any Previous Medical History that is related to the disease:  People with a history of gallstones or inflammation of the bile ducts (cholangitis) are at increased risk of biliary obstruction. Other risk factors include a history of liver disease, pancreatitis, or pancreatic or bile duct tumors. A history of biliary surgery can also increase risk due to potential scarring or damage to the bile ducts."," A 67-year-old woman presents to the clinic complaining of pruritus, dark urine, pale stools, and unexplained weight loss over the last month. She also has a noticeable yellowing of the skin and eyes. She has a history of choledochal cysts, diagnosed in her childhood. What is the most likely diagnosis of the patient?",Biliary Obstruction,70
89,"Biliary Obstruction  1. Clinical Manifestation/Symptoms:  Symptoms of biliary obstruction can include:  - Jaundice (yellowing of the skin and eyes) - Abdominal pain (usually in the right upper quadrant) - Nausea and vomiting - Dark urine - Pale stools - Itchy skin - Unexplained weight loss - Fever or night sweats  2. Natural History:  If untreated, biliary obstruction can lead to serious conditions such as cholangitis (infection of the bile duct), pancreatitis, or liver disease. These conditions can be life-threatening.  3. Epidemiology:  Biliary obstruction is a relatively common condition, but the exact incidence is unknown. It can occur at any age but is most common in middle-aged and elderly individuals. It is slightly more common in females than males.  4. Etiology:  Biliary obstruction can be caused by a variety of conditions including gallstones, inflammation or scarring of the bile ducts, tumors of the pancreas or bile ducts, cysts, or parasites (in certain parts of the world).  5. Pathophysiology:  In biliary obstruction, there is a blockage in the ducts that carry bile from the liver to the small intestine. This causes bile to back up into the liver, leading to inflammation and potential damage to liver tissue.  6. Differential Diagnosis:  Other conditions that can cause similar symptoms to biliary obstruction include hepatitis, cirrhosis, gallbladder disease, and other forms of liver disease.  7. Risk factor/predisposing factor   Gallstones are a common cause. Other causes include inflammation of the bile ducts, cysts, enlarged lymph nodes, tumors, or infection.  8. Any Previous Medical History that is related to the disease:  People with a history of gallstones or inflammation of the bile ducts (cholangitis) are at increased risk of biliary obstruction. Other risk factors include a history of liver disease, pancreatitis, or pancreatic or bile duct tumors. A history of biliary surgery can also increase risk due to potential scarring or damage to the bile ducts."," A 70-year-old woman with a past medical history of intrahepatic stones presents with abdominal pain, fever, night sweats, and unexplained weight loss. On examination, she is jaundiced and has dark urine. She also complains of itchy skin and pale stools. What is the most likely diagnosis of the patient?",Biliary Obstruction,70
90,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis."," A 30-year-old woman presents to her primary care physician with persistent diarrhea, abdominal bloating, and recent unintentional weight loss. She also complains of a constant feeling of fatigue. She has a family history of celiac disease - her sister was diagnosed a few years ago. She also suffers from hypothyroidism. What is the most likely diagnosis of the patient?",Celiac Disease,53
91,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis."," A 45-year-old man presents with chronic diarrhea and a rash that's been present for several weeks. He describes the rash as itchy and blistery, located primarily on his elbows and knees. He also mentions a history of type 1 diabetes. What is the most likely diagnosis of the patient?",Celiac Disease,53
92,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis.", A 35-year-old woman presents to the clinic complaining of worsening abdominal pain and bloating for the past six months. She also mentions chronic diarrhea and occasional mouth ulcers. She has a history of rheumatoid arthritis. What is the most likely diagnosis of the patient?,Celiac Disease,53
93,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis.", A 40-year-old man presents with unexplained iron-deficiency anemia. He mentions experiencing intermittent diarrhea and abdominal discomfort over the past year. He has a sister with celiac disease and a personal history of autoimmune thyroid disease. What is the most likely diagnosis of the patient?,Celiac Disease,53
94,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis."," A 25-year-old woman presents with complaints of diarrhea, weight loss, and fatigue. Additionally, she reports tingling and numbness in her hands and feet for the past couple of months. She has a past medical history of Down syndrome. What is the most likely diagnosis of the patient?",Celiac Disease,53
95,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis.", A 52-year-old man visits his doctor complaining of chronic fatigue and tingling in his hands and feet. He also mentions experiencing more frequent episodes of loose stools over the past few months. His medical history reveals a diagnosis of type 1 diabetes. What is the most likely diagnosis of the patient?,Celiac Disease,53
96,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis."," A 37-year-old woman presents with a 6-month history of chronic diarrhea, occasional abdominal pain, and unexplained weight loss. She mentions having been diagnosed with autoimmune thyroid disease a few years ago. What is the most likely diagnosis of the patient?",Celiac Disease,53
97,"Celiac Disease  1. Clinical Manifestation/Symptoms:  Celiac disease can present with a variety of symptoms which often vary between individuals. Typical gastrointestinal symptoms include diarrhea, bloating, abdominal pain, and weight loss. However, many people with celiac disease may have ""non-classical"" or no symptoms, which can include anemia, fatigue, osteoporosis, neurological symptoms (like headaches and peripheral neuropathy), skin rash (dermatitis herpetiformis), and problems related to malabsorption, such as vitamin deficiencies.  2. Natural History:  Celiac disease is a lifelong condition. Symptoms may appear in infancy or much later in life. If left untreated, it can lead to a variety of complications, including malnutrition, lactose intolerance, other autoimmune diseases, osteoporosis, infertility and miscarriage, neurological conditions, and in rare cases, cancer, especially lymphoma.  3. Epidemiology:  Celiac disease is estimated to affect about 1% of the population in Western countries, though many cases are undiagnosed. It can develop at any age after people start eating foods or medicines that contain gluten. The condition tends to be more common in women than men.  4. Etiology:  Celiac disease is caused by an immune reaction to gluten, a group of proteins found in wheat, barley, and rye. It is considered an autoimmune disorder. Genetic factors play a key role, with the disease often running in families. Certain genes (HLA-DQ2 and HLA-DQ8) are known to increase risk.  5. Pathophysiology:  In celiac disease, ingestion of gluten leads to an immune response in the small intestine causing inflammation and damage to the lining of the intestine. Specifically, the villi, small finger-like projections that promote nutrient absorption, are flattened. This damage impairs the absorption of nutrients leading to malnutrition and a variety of other complications.  6. Differential Diagnosis:  The differential diagnosis for celiac disease includes other causes of malabsorption like Crohn's disease, microscopic colitis, and short bowel syndrome. Non-celiac gluten sensitivity, irritable bowel syndrome, and wheat allergy can also present similarly.   7. Risk factor/predisposing factor   This is an autoimmune disorder that's triggered by consuming gluten in genetically predisposed individuals. Family history of the disease significantly increases the risk.  8. Any Previous Medical History that is related to the disease:  Having a first-degree relative with celiac disease increases your risk. Also, the disease is more common in people with other genetic disorders like Down syndrome and Turner syndrome. It's also more common in people with certain other autoimmune conditions, including type 1 diabetes, autoimmune thyroid disease, autoimmune liver disease, and rheumatoid arthritis."," A 32-year-old man complains of recurrent bouts of diarrhea, fatigue, and intermittent abdominal pain. His past medical history is significant for rheumatoid arthritis. What is the most likely diagnosis of the patient?",Celiac Disease,53
